Community	Target(unknown)	Annotated	Functions
C16	Zm00001eb087880	Zm00001eb010770.Zm00001eb147980.Zm00001eb131830.Zm00001eb131840.Zm00001eb227610.Zm00001eb416770.Zm00001eb300560	nucleobase-containing compound metabolic process.developmental process.primary metabolic process.metabolic process.cellular process.biological_process.stamen morphogenesis.petal formation.cellular homeostasis.anther development
C16	Zm00001eb355820	Zm00001eb227320.Zm00001eb296680.Zm00001eb338880.Zm00001eb162530.Zm00001eb293260	regulation of biological process.intracellular organelle.organelle.biological regulation.binding
C16	Zm00001eb060890	Known	response to endoplasmic reticulum stress.dicarboxylic acid metabolic process.methionine biosynthetic process.binding.tryptophan synthase activity.modified amino acid biosynthetic process.response to carbohydrate.gravitropism.response to chitin.modified amino acid metabolic process.L-tryptophan biosynthetic process.Unknown.indole-3-glycerol-phosphate lyase activity.regulation of hydrogen peroxide metabolic process.detection of external stimulus.regulation of plant-type hypersensitive response.chloroplast stroma.protein targeting to membrane.defense response to fungus.short-chain fatty acid biosynthetic process.negative regulation of defense response.indoleacetic acid biosynthetic process.jasmonic acid mediated signaling pathway.detection of bacterium.MAPK cascade.RNA splicing, via endonucleolytic cleavage and ligation.ketone metabolic process.Unknown.one-carbon metabolic process.L-tryptophan catabolic process.defense response to bacterium.defense response by callose deposition in cell wall.salicylic acid biosynthetic process.regulation of response to biotic stimulus.systemic acquired resistance, salicylic acid mediated signaling pathway
C16	Zm00001eb312230	Zm00001eb416790.Zm00001eb066830.Zm00001eb085820.Zm00001eb369390.Zm00001eb350620	
C16	Zm00001eb305200	Known	extracellular region.endoplasmic reticulum.zinc ion binding.fatty acid binding.Unknown.peptidase activity.proteolysis.plasmodesma.Unknown.systemic acquired resistance, salicylic acid mediated signaling pathway.lipid transport.membrane
C16	Zm00001eb298350	Known	hyperosmotic salinity response.positive regulation of catalytic activity.amino acid metabolic process.chloroplast.protein homodimerization activity.pyridoxal phosphate biosynthetic process.plasma membrane.response to lipid hydroperoxide.protein heterodimerization activity.glucose catabolic process.chlorophyll metabolic process.pyridoxine biosynthetic process.response to UV-B.maltose metabolic process.cytosol.starch biosynthetic process.response to non-ionic osmotic stress.NADPH regeneration.lyase activity.pentose-phosphate shunt.endomembrane system
C16	Zm00001eb073660	Known	primary metabolic process.protein-containing complex.response to gibberellin.cellular process.biological regulation.Unknown.microtubule cytoskeleton.membrane.Unknown.catalytic activity.Unknown.nucleus.calmodulin binding.developmental process.multicellular organismal process.cell periphery.cell projection.anatomical structure development.actin cytoskeleton.cellular component organization.endomembrane system
C16	Zm00001eb077770	Known	plant organ formation.plasma membrane.cell surface receptor signaling pathway.cell wall modification.metabolic process.protein autophosphorylation.leaf morphogenesis.cell differentiation.ATP binding.plant-type cell wall organization.animal organ formation.protoderm histogenesis.cuticle development.transmembrane receptor protein serine/threonine kinase activity.membrane
C16	Zm00001eb369390	Known	Unknown.cytosol.glycerol-3-phosphate dehydrogenase (FAD) complex.NAD binding.protein-containing complex.glycerol-3-phosphate dehydrogenase [NAD(P)+] activity.biosynthetic process.Unknown.Unknown.carbohydrate metabolic process.small molecule metabolic process.glycerol-3-phosphate catabolic process
C16	Zm00001eb184640	Known	anatomical structure development.signaling.response to stimulus.metabolic process.regulation of cellular process.ATP binding.protein phosphorylation.multicellular organismal process.membrane.protein kinase activity
C16	Zm00001eb360100	Known	intracellular transport.cell morphogenesis.starch biosynthetic process.zinc ion binding.positive regulation of catalytic activity.plasma membrane.chloroplast thylakoid.maltose metabolic process.immune effector process.chloroplast proton-transporting ATP synthase complex assembly.reproductive process.membrane.protein metabolic process
C16	Zm00001eb315640	Zm00001eb127870.Zm00001eb362480.Zm00001eb087570.Zm00001eb116580.Zm00001eb402840.Zm00001eb087750.Zm00001eb208380.Zm00001eb271310.Zm00001eb385020	primary metabolic process.metabolic process.cellular process.biological_process.ion binding.molecular_function.catalytic activity.small molecule binding.binding.terpene metabolic process
C16	Zm00001eb149430	Known	mitochondrion.positive regulation of DNA-templated transcription.nucleus.zinc ion binding.chloroplast organization.membrane.myo-inositol hexakisphosphate biosynthetic process.protein metabolic process.DNA binding
C16	Zm00001eb272100	Known	membrane.glucosinolate biosynthetic process.purine ribonucleoside catabolic process.photosynthetic electron transport in photosystem I.cell cycle.response to cytokinin.photosystem I assembly.thylakoid membrane organization.PSII associated light-harvesting complex II catabolic process.ATP-dependent peptidase activity.chloroplast membrane.metalloendopeptidase activity.glycoside biosynthetic process.cell division.photoinhibition.photosystem II repair.glucose catabolic process.mitochondrion.purine ribonucleotide catabolic process.chloroplast thylakoid membrane.purine ribonucleoside triphosphate catabolic process.proteolysis.multicellular organism development.NADPH regeneration.ATP binding.pentose-phosphate shunt.ATP metabolic process.thylakoid lumen
C16	Zm00001eb219420	Zm00001eb296080.Zm00001eb304130.Zm00001eb304420.Zm00001eb240210	
C16	Zm00001eb138890	Zm00001eb203920.Zm00001eb305670.Zm00001eb016100.Zm00001eb314050.Zm00001eb062050.Zm00001eb422600	cellular process.biological_process.cellular anatomical structure.cellular_component
C16	Zm00001eb342550	Known	cytosol.acetyl-CoA metabolic process.reproductive process.response to salt stress.cholesterol biosynthetic process.modified amino acid biosynthetic process.Golgi organization.dimethylallyltranstransferase activity.brassinosteroid biosynthetic process.(2E,6E)-farnesyl diphosphate synthase activity.geranyl diphosphate biosynthetic process.macromolecule metabolic process.farnesyl diphosphate biosynthetic process.calcium ion transport.Z-farnesyl diphosphate synthase activity.phenylpropanoid metabolic process.polyamine catabolic process.intracellular monoatomic cation homeostasis
C16	Zm00001eb048000	Known	vacuole.cellular process.nucleus.biological regulation.serine-type endopeptidase activity.metabolic process.chloroplast.proteolysis
C16	Zm00001eb215580	Known	cytosol.cellular oxidant detoxification.prostaglandin F synthase activity.cell redox homeostasis.chloroplast stroma.establishment of localization.antioxidant activity.developmental process.Unknown.lyase activity.binding.prostaglandin biosynthetic process
C16	Zm00001eb013340	Known	unsaturated fatty acid biosynthetic process.endoplasmic reticulum.chloroplast membrane.omega-3 fatty acid desaturase activity.oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.Unknown.response to karrikin.acyl-lipid Delta(12)-acetylenase.response to cold.ketone metabolic process.membrane
C16	Zm00001eb034890	Known	post-translational protein modification.cytosol.regulation of transcription by RNA polymerase II.nucleus.protein modification by small protein conjugation or removal.metabolic process.chloroplast.ATP binding.cysteine-type peptidase activity.cell cycle.response to stress.RNA biosynthetic process.proteolysis.membrane
C16	Zm00001eb230410	Known	cytosol.(+)-delta-cadinene synthase activity.mitochondrion.magnesium ion binding.chloroplast stroma.myrcene synthase activity.defense response to bacterium.membrane.terpenoid biosynthetic process.small molecule metabolic process.monoterpene biosynthetic process.(R)-limonene synthase activity.S-linalool synthase activity.geranyl diphosphate metabolic process.circadian rhythm
C16	Zm00001eb404120	Known	negative regulation of macromolecule biosynthetic process.RNA metabolic process.regulation of DNA-templated transcription.Unknown.cytoplasm.Unknown.negative regulation of gene expression.binding.methyltransferase activity.gene expression.membrane
C16	Zm00001eb126920	Known	heterochromatin.ubiquitin protein ligase activity.cytosol.Unknown.response to salt stress.zinc ion binding.plasma membrane.Unknown.biosynthetic process.response to water deprivation.response to abscisic acid.nuclear membrane.protein ubiquitination.positive regulation of catalase activity.response to cold.multicellular organismal process
C16	Zm00001eb353440	Known	primary metabolic process.glycosyltransferase activity.cellular process.D-glucose transmembrane transport.membrane
C16	Zm00001eb291930	Known	Unknown.radial pattern formation.regulation of DNA-templated transcription.sequence-specific DNA binding.nucleus.cytoplasm.asymmetric cell division.response to carbohydrate.metabolic process.cell cycle.response to chitin.leaf development.DNA-binding transcription factor activity.DNA-templated transcription.photomorphogenesis.animal organ development
C16	Zm00001eb385480	Zm00001eb423570.Zm00001eb039530.Zm00001eb424460.Zm00001eb035340.Zm00001eb356110.Zm00001eb405010	primary metabolic process.metabolic process.cellular process.biological_process.photosynthetic membrane.chloroplast thylakoid membrane.thylakoid membrane.plastid thylakoid membrane.cellular anatomical structure.cellular_component
C16	Zm00001eb055310	Zm00001eb015070.Zm00001eb219680.Zm00001eb280080.Zm00001eb191420	
C16	Zm00001eb309720	Zm00001eb185070.Zm00001eb095770.Zm00001eb192560	supramolecular fiber.microtubule.supramolecular polymer.polymeric cytoskeletal fiber.supramolecular complex
C16	Zm00001eb297590	Known	DNA-directed RNA polymerase activity.chloroplast.response to temperature stimulus.cellular response to blue light.DNA-binding transcription factor activity.response to far red light.positive regulation of DNA-templated transcription.DNA-templated transcription initiation.chloroplast organization.DNA binding.mitochondrion.embryo sac development.response to stress.myo-inositol hexakisphosphate biosynthetic process.cell projection.response to red light.photosystem II assembly.sigma factor activity.membrane
C16	Zm00001eb427870	Zm00001eb309950.Zm00001eb420640.Zm00001eb085820.Zm00001eb016100.Zm00001eb130340.Zm00001eb062050	stearoyl-[ACP] desaturase activity.oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.phosphatidylglycerol biosynthetic process.phosphatidylglycerol metabolic process
C16	Zm00001eb112690	Known	extracellular region.endosome.UDP phosphatase activity.calmodulin binding.GDP phosphatase activity.trans-Golgi network.pollen germination.Golgi membrane.D-xylose metabolic process.protein metabolic process.membrane
